,roles,companies,locations,experience,skills
1121,Director- Machine Learning,Zycus Infotech Pvt Ltd,Bengaluru,14-20 Yrs,"Data Science
NLP
computational linguistics
Natural Language Processing
Neural Networks
Programming
Data Mining
Data Modeling"
1122,Machine Learning Engineer,AERA SOFTWARE TECHNOLOGY PVT LTD,Pune,4-8 Yrs,"Design
python
Docker
spark
kafka
Data science
Deployment
Apache"
1123,Head of Analytics and Data Science,Medi Assist Insurance TPA Pvt. Ltd,Bengaluru,15-20 Yrs,"Predictive Modeling
Heading
Machine Learning
Marketing
Data Science
P
Product Development
Communication Skills"
1124,Head of Data Science,Bigshyft Hiring for Scienaptic,Bengaluru,10-15 Yrs,"work from home
Machine Learning ML
Natural Language Processing NLP
Statistical Modelling
Python"
1125,Architect I - Data Science,Philips India Limited,Bengaluru(Nagavara),10-14 Yrs,"Data Science
R
Algorithms
Software Engineering
Artificial Intelligence
Product Engineering
Machine Learning
Statistical Analysis"
1126,Senior Manager - Data Science,Bigshyft Hiring for Uber,Hyderabad,10-17 Yrs,"work from home
Java
Machine Learning ML
Natural Language Processing NLP"
1127,Specialist II - Data Analytics Lead,Philips India Limited,Bengaluru(Nagavara),7-10 Yrs,"Pytorch
Tensorflow
Java
R
NoSQL
Text Analytics
Data Analysis
Keras"
1128,Architect I - Data Science,Philips India Limited,Bengaluru,5-9 Yrs,"Architect
Product engineering
Statistical analysis
data science
development testing
Debugging
Machine learning
High level design"
1129,Data Science Manager,DMI Innovations Pvt. Ltd,Bengaluru,8-13 Yrs,"Data Science
Neural Networks
Machine Learning
Classification
Data Analysis
Support Vector Machine
Marketing Analytics"
1130,Senior Subject Matter Expert,IHA CONSULTING Services Pvt. Ltd.,Hyderabad,15-25 Yrs,"data analytics
data science
blockchain
ai"
1131,Backend Lead,Springboard,Bengaluru,4-8 Yrs,"SAN
Health insurance
Backend
Architecture
data science
Coding
Debugging
Budgeting"
1132,Director Product Development,MyITBridge,"Chennai, Kochi, Bengaluru",12-18 Yrs,"Big Data Analytics
Product Manager
Product Owner
Director
Data engineering
Product Development
Data Science
Cloud Computing"
1133,Senior Member of Technical Staff - Backend,ThoughtSpot,Bengaluru,7-12 Yrs,"Data analysis
Backend
Coding
Artificial Intelligence
data governance
Manager Technology
Distribution system
Analytics"
1134,Urgent Hiring For Cognitive -bangalore location,Optimum Business Solutions,Bengaluru,4-5 Yrs,"Data Science
python
NLP
cognitive
Natural Language Processing
Machine Learning"
1135,SSD Reliability Engineer,Micron Technology Operations India LLP,Bengaluru,4-9 Yrs,"R
C
Excel
Nvme
Ssd
Programming
Data Collection
Jmp"
1136,Data Science Engineer,AXA Business Services Pvt Ltd,Bengaluru,3-5 Yrs,"Hadoop Administration
GIT
Linux
data science
Coding
Machine learning
Monitoring
Python"
1137,"Data Engineer, Modeling & Onboarding",RS Consultants,Pune,2-7 Yrs,"Golang
Tensorflow
Java
Azure
Ceph
Kafka
Machine Learning
Data Science"
1138,Quant Developer,ASQI Advisors,Mumbai,2-7 Yrs,"Simulation
data science
Coding
Machine learning
Equity
Infrastructure
Workflow
Test cases"
1139,Associate Data Science Consultant,AXA Business Services Pvt Ltd,Bengaluru,3-5 Yrs,"Text mining
PDF
data science
Network analysis
Machine learning
Mining operations
Data mining
Operations"
1140,Data Engineer,Snaphunt,"Delhi NCR, Mumbai, Bengaluru",2-7 Yrs,"Numerical
Computer Science
Applied Mathematics
Strong Analytical Skills
Venture Capital"
1141,Data Engineer - AI,Snaphunt,"Delhi NCR, Mumbai, Bengaluru",0-5 Yrs,"Creative Solutions
Algorithms
Scalability
Artificial Intelligence
Computer Science
Neural Networks
Big Data
Applied Mathematics"
1142,Senior Data/business Intelligence Analyst - Artificial Intelligence,Intello Labs Private Limited,Gurgaon,3-5 Yrs,"Data Science
Business Intelligence
R
NoSQL
Business Analyst
Artificial Intelligence
Data Analyst
Machine Learning"
1143,Data Analyst-sql/python (iit/nit/bits),AVE-Promagne,Bengaluru,3-5 Yrs,"predective analytics
python
data analysis
mysql
statistics
sql"
1144,Educational Specialist (Math),Educational Initiatives,Bengaluru,3-5 Yrs,"coding
development
data analysis
notes
academic
data mining
maths
system architecture"
1145,Associate Data Science Consultant,AXA Business Services Pvt Ltd,Bengaluru,3-5 Yrs,"Text mining
PDF
data science
Network analysis
Machine learning
Mining operations
Data mining
Operations"
1146,Python Developer - Machine Learning/ Data Mining,Huquo Consulting Pvt. Ltd,Noida,3-6 Yrs,"Predictive Modeling
R
NLP
Data Mining
Data Modeling
Spark
Data Analytics
Machine Learning"
1147,Assistant Manager - Analytics - Data Analytics Services,Hexaconcepts,Bengaluru,2-5 Yrs,"Predictive Modeling
NLP
Statistical Modeling
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics"
1148,"Data Engineer, Modeling & Onboarding",RS Consultants,Pune,2-7 Yrs,"Golang
Tensorflow
Java
Azure
Ceph
Kafka
Machine Learning
Data Science"
1149,Sr Con / AM - CCAR Modeling ( Model Development / Validation ),Pylon Management Consulting Pvt Ltd,Bengaluru,1-6 Yrs,"Predictive Modeling
Logistic Regression
SAS
Arima
credit risk modeling
LGD
Data Mining
Analytics"
1150,IT Digital Marketing Analyst,Param Info Computer Services Pvt. Ltd,"Chennai, Delhi, Mumbai, Bengaluru, Hyderabad",2-5 Yrs,"C++
Core Java
Front end
AutoCAD
big data analytics
CMS
Digital marketing
MATLAB"
1151,Analytics Consultant,Sibia Analytics,"Delhi, Mumbai, Kolkata",1-5 Yrs,"Cloud computing
Machine learning
Mathematics
Customer experience
Econometrics
big data
Predictive analytics
Statistics"
1152,Data Science Intern /Trainee,Infobiz,"Chennai, Pune, Delhi, Mumbai, Ahmedabad, Bengaluru, Kochi, Coimbatore, Hyderabad",0-5 Yrs,"Tensorflow
Anomaly Detection
Data Science
NLP
NoSQL
Lstm
Artificial Intelligence
Sentiment Analysis"
1153,Data Science intern,Caltyger,Mumbai,0-0 Yrs,"Mining
Computer vision
deep learning
data science
Intern
Neural networks
Machine learning
Data collection"
1154,Consultant-Advanced Analytics Python/ R,Fractal.ai,"Mumbai, Bengaluru, Gurgaon",1-6 Yrs,"Computer science
Data conversion
Project management
Machine learning
Data quality
Predictive modeling
Anova
Stakeholder management"
1155,Quant Developer,ASQI Advisors,Mumbai,2-7 Yrs,"Simulation
data science
Coding
Machine learning
Equity
Infrastructure
Workflow
Test cases"
1156,ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,Blocklogy Edutech Private Limited,Mumbai,1-3 Yrs,"E-learning
C++
Coding
Artificial Intelligence
Machine learning
Pattern recognition
Open source
Data mining"
1157,Manager / Sr. Manager - Analytics - CPG only,CHANGE LEADERS CONSULTING,Mumbai(Powai),5-8 Yrs,"analytics
python
data science
use cases
price elasticity
forecasting
segmentation
cpg"
1158,Data Analyst - Machine Learning/ Data Science,Intello Labs Private Limited,Gurgaon,2-3 Yrs,"Data Science
R
NoSQL
Power BI
Data Visualization
Data Analyst
Machine Learning
Algorithm"
1159,PYTHON TRAINER,Blocklogy Edutech Private Limited,Mumbai,1-6 Yrs,"E-learning
C++
Coding
Artificial Intelligence
Machine learning
Pattern recognition
Open source
Data mining"
1160,Data Analyst-sql/python (iit/nit/bits),AVE-Promagne,Bengaluru,3-5 Yrs,"predective analytics
python
data analysis
mysql
statistics
sql"
1161,Senior Analyst - SQL/ SAS/ Python/ Machine Learning - Banking Domain,Huquo Consulting Pvt. Ltd,Bengaluru,1-4 Yrs,"Data Science
Consulting - BFSI
SAS
Senior Analyst
Data Scientist
Data Analytics
Machine Learning
Statistics"
1162,Opening For Decision Scientist,Axtria India Private Limited,Bengaluru,3-7 Yrs,"market analytics
decision science
python
market mix model
SAS
pharma analytics
forecasting
predictive analytics"
1163,Educational Specialist (Math),Educational Initiatives,"Ahmedabad, Bengaluru",2-7 Yrs,"System architecture
Educational Specialist
Data analysis
Networking
MySQL
Data miningPHP
Math"
1164,Trainer Data Science,Indian Institute of Digital Education,Mumbai,2-5 Yrs,"Training
GIT
data science
Coding
Public speaking
AWS
Supervision
Python"
1165,Data Analyst For Mumbai (Client Location),Softlogique IT Solutions Pvt Ltd,Mumbai,3-5 Yrs,"Predictive Modeling
Statistical Modeling
Data Analytics
Analytics"
1166,Data Analyst - Work Location - Bangalore,SOLUNUS TECHNOLOGIES PRIVATE LIMITED,"Mumbai, Bengaluru, Hyderabad",2-7 Yrs,"Factspan
MS Excel
forecasting
Text Analysis
Regression
Clustering
Moving Average
Isolation Forest"
1167,"R&D Engineer/ Machine Learning, NLP",IPsoft Global Services Private Limited,Bengaluru(Whitefield),1-6 Yrs,"Java
C++
NLP
Data Structures
Machine Learning
Deep Learning
Python"
1168,Data Analyst-Analytics,Linedata Technology Private Limited,Mumbai,3-8 Yrs,"Tableau
Python
Predictive Analytics
stastical modelling
Data Analyst
Text Mining
Machine Learning"
1169,Python Developer,Softlabs Technologies and Development Pvt. Ltd.,Mumbai,2-5 Yrs,"Ubuntu
C++
Backend
Front end
data science
Coding
SCALA
Apache"
1170,Software Developer . Net,lemark institute of art,Mumbai Suburbs,1-5 Yrs,"data science
Machine learning
Predictive modeling"
1171,Python Developer - Deep Learning/Machine Learning,e3consultant,Chennai,2-7 Yrs,"Data Science
Analytical Skills
Artificial Intelligence
Web Technologies
Machine Learning
Deep Learning
Web Services
Python"
1172,ADAS Data Analytics Algorithm & Application Development,Rays Hrconsulting,Bengaluru,2-4 Yrs,"Object Detection
Scipy
ADAS Data Analytics
Opencv
Image Processing
Computer Vision
Machine Learning
Deep Learning"
1173,Assistant Manager - Analytics - Data Analytics Services,Hexaconcepts,Bengaluru,2-5 Yrs,"Predictive Modeling
NLP
Statistical Modeling
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics"
1174,Sr Con / AM - CCAR Modeling ( Model Development / Validation ),Pylon Management Consulting Pvt Ltd,Bengaluru,1-6 Yrs,"Predictive Modeling
Logistic Regression
SAS
Arima
credit risk modeling
LGD
Data Mining
Analytics"
1175,Head of Analytics & Data Sciences.,Fidius advisory,Mumbai,15-17 Yrs,"data science
industry 4.0
AI
big data
data engineering"
1176,Urgent Hiring_Data Science Lead_Advertising Industry_Mumbai_15 lacs,Seven Consultancy,"Mumbai, Gurgaon",4-8 Yrs,"Data Science
Text Analytics
Risk Analytics
Data Analytics
Analytics
Predictive Analytics"
1177,Manager / Sr. Manager - Analytics - CPG only,CHANGE LEADERS CONSULTING,Mumbai(Powai),5-8 Yrs,"analytics
python
data science
use cases
price elasticity
forecasting
segmentation
cpg"
1178,Assistant Manager/ Manager - Business Intelligence/ Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Consulting - BFSI
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
1179,Assistant Manager/manager - Business Intelligence/analytics- Insurance,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Operations Research
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
1180,Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,Gurgaon,2-5 Yrs,"Data Science
SAS
Tableau
Machine Learning
Statistics
Analytics
Python
SQL"
1181,Senior Analyst- Sql/sas/python/machine Learning- Banking- Iit/nit/bits,Huquo Consulting Pvt. Ltd,Bengaluru,1-4 Yrs,"Data Science
SAS
Data Scientist
PySpark
Data Analytics
Machine Learning
Statistics
Analytics"
1182,Assistant Manager - Sql/sas/python/machine Learning- Iit/nit/bits,Huquo Consulting Pvt. Ltd,Bengaluru,2-7 Yrs,"Data Science
SAS
Data Scientist
Data Analytics
Machine Learning
Statistics
Analytics
SQL"
1183,Analyst - Machine Learning - R/python + SAS - BFSI,Huquo Consulting Pvt. Ltd,Noida,1-2 Yrs,"Consulting - BFSI
NLP
SAS
Artificial Intelligence
Big Data
Data Analytics
Machine Learning
Statistics"
1184,Assistant Manager/ Manager - Business Intelligence/ Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Consulting - BFSI
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
1185,Assistant Manager/manager - Business Intelligence/analytics- Insurance,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Operations Research
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
1186,Senior Consultant - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Consulting - BFSI
SAS
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Python"
1187,Analytics Consultant- Python+ Machine Learning+ NLP+ Text Minning- IIT,Huquo Consulting Pvt. Ltd,Gurgaon,2-3 Yrs,"NLP
SAS
Statistical Modeling
Data Mining
Data Analytics
Machine Learning
Statistics
Analytics"
1188,Senior Business Analyst/ Assistant Manager - SAS Analytics,Huquo Consulting Pvt. Ltd,Delhi NCR,2-5 Yrs,"SAS
Linear regression
Data Analytics
logistic regression
Statistics
Analytics"
1189,Senior Business Analyst/assistant Manager- SAS Model Validation- BFSI,Huquo Consulting Pvt. Ltd,"Delhi NCR, Gurgaon",3-7 Yrs,"Logistic regression
SAS
Data Mining
clustering
Statistics
Analytics
Predictive Analytics
predictive analysis"
1190,Analytics Consultant- Python + Machine Learning + NLP + Text Minning,Huquo Consulting Pvt. Ltd,Gurgaon,2-3 Yrs,"NLP
SAS
Statistical Modeling
Data Mining
Data Analytics
Machine Learning
Statistics
Analytics"
1191,Senior Consultant - SAS/ Python/ R - KPO - Iisc/ ISI/ IIT,Huquo Consulting Pvt. Ltd,Bengaluru,2-4 Yrs,"Consulting - BFSI
SAS
Data Management
model development
Data Analytics
Machine learning Techniques
Statistics
Machine Learning"
1192,Senior Business Analyst/assistant Manager - Machine Learning/r/python,Huquo Consulting Pvt. Ltd,Noida,2-5 Yrs,"Predictive Modeling
NLP
Artificial Intelligence
Data Management
Data Analytics
Machine Learning
Analytics
Python"
1193,Senior Consultant/ Consultant/ Assistant Manager /manager,Huquo Consulting Pvt. Ltd,Bengaluru,2-5 Yrs,"Data Science
Predictive Modeling
Data Scientist
Data Management
Statistical Modeling
Data Mining
Data Analytics
Statistics"
1194,SAS Professional - Model Development,Huquo Consulting Pvt. Ltd,Bengaluru,1-4 Yrs,"Consulting - BFSI
SAS
Data Management
Statistical Modeling
Data Modeling
Statistics"
1195,Python/ R Analytics Role - Banking/insurance Domain - Iit/iim/nit/vit,Huquo Consulting Pvt. Ltd,Bengaluru,1-6 Yrs,"model development
Data Modeling
Data Analytics
Statistics
Analytics
Python"
1196,Assistant Manager - Collection Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,2-3 Yrs,"Consulting - BFSI
SAS
Statistical Modeling
Data Analytics
Analytics"
1197,Senior Consultant - Analytics- Sas/r/python/machine Learning- Banking,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Consulting - BFSI
SAS
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Python"
1198,Python / R Analytics Role - Banking/insurance Domain - Iit/iim/nit,Huquo Consulting Pvt. Ltd,Bengaluru,1-6 Yrs,"Consulting - BFSI
Team management
Regression
linear regression
segmentation
Data Modeling
Clustering
Statistics"
1199,Assistant Manager - Machine Learning - R/python + SAS,Huquo Consulting Pvt. Ltd,Noida,3-4 Yrs,"Predictive Modeling
Consulting - BFSI
NLP
SAS
Artificial Intelligence
Big Data
Data Analytics
Machine Learning"
1200,Data Science Analyst - Time Series Forecasting/Python,LotusOne Talent Solutions,Hyderabad,2-5 Yrs,"Anomaly Detection
Data Science
Multivariate Analysis
Regression Analysis
R
Exploratory Data Analysis
Keras
Machine Learning"
1201,NLP Engineer - Python/r/algorithm,Animaker,Bengaluru,3-5 Yrs,"R
NLP
Open Source
Image Processing
Time Series Forecasting
Image Recognition
Data Visualization
NLU / NLG"
1202,Quant Researcher - Predictive Modeling/ Quantitative Analytics,AsknBid Tech,"Bengaluru, India",0-4 Yrs,"IT Skills
Python
AWS
work from home
Predictive Modeling
Docker
Pandas
Data Risk Management"
1203,Machine Learning Engineer - Nlp/computer Vision,DataToBiz,Chandigarh,3-7 Yrs,"Data Science
NLP
NoSQL
RDBMS
Data Mining
Data Modeling
Computer Vision
Machine Learning"
1204,Senior Data Analyst - Machine Learning,The Hiring Story,Thane,3-5 Yrs,"analytics
R
Data Analyst
Tableau
Data Analytics
Machine Learning
Python
SQL"
1205,Sr Analyst / Manager - Data Science,Analytics Vidhya Educon Pvt. Ltd,Mumbai,3-6 Yrs,"Root cause analysis
Factor analysis
data science
Analytical
Machine learning
Algorithm development
HTML
Data mining"
1206,Data Science (ETO - Engineering),Global Talent Pool,"Mumbai, Bengaluru",3-5 Yrs,"Computer science
data science
Analytical
Programming
Data structures
Mathematics
Statistics
Python"
1207,Python Data Science Developer,Quosphere Infosolutions Pvt. Ltd.,Navi Mumbai,2-4 Yrs,"Data Science
Route Optimization
Machine Learning
Python"
1208,Data Analyst-Analytics,Linedata Technology Private Limited,Mumbai,3-8 Yrs,"Tableau
Python
Predictive Analytics
stastical modelling
Data Analyst
Text Mining
Machine Learning"
1209,Data Science Engineer,Mystro,Mumbai,2-4 Yrs,"deep learning
data science
Machine learning
Manager Technology
Data processing
Python"
1210,Sr Software Engineer,Baker Hughes - The Network,Mumbai,3-7 Yrs,"Computer science
Programming
Manager Technology
Data structures
Product positioning"
1211,Data Science Intern,Sankhkyiki Robotics,Mumbai,0-1 Yrs,"Computer vision
data science
Intern
big data analytics
Artificial Intelligence
Machine learning
Natural language processing
Statistics"
1212,Software Developer . Net,lemark institute of art,Mumbai Suburbs,1-5 Yrs,"data science
Machine learning
Predictive modeling"
